SMILES,Flavor_Description,Classification
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O,sweet,1.0
COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC(=C(C=C3)OC4C(C(C(C(O4)COC5C(C(CO5)(CO)O)O)O)O)O)OC)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@H]4CC[C@]5(C(C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8(C7CC(CC8)(C)C)C(=O)O)C)C)C)C(=O)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O[C@H]4CC[C@]5(C(C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8(C7CC(CC8)(C)C)C(=O)O)C)C)C)C(=O)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)CO)O)O)O)O)O,sweet,1.0
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O,sweet,1.0
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C)C)(C)C)OC7C(C(C(C(O7)C(=O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O,sweet,1.0
COC1=CC(=C2C(=C1)OC(=C(C2=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC(=C(C=C5)O)O)O,sweet,1.0
C[C@@]1(CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H]([C@@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O)C)C)[C@@H]2C1)C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)OC,sweet,1.0
CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C,sweet,1.0
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)CO)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O,sweet,1.0
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(C(C5)O)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)O[C@H]3CC[C@]4(C(C3(C)C)CC[C@@]5(C4CC=C6[C@]5(CC[C@@]7(C6CC(CC7)(C)C)C(=O)O)C)C)C)C(=O)O)O)O)O)O,sweet,1.0
CC1C(C(C(C(O1)OC2C(C(COC2OC3C(C(OC(C3O)OC4CCC5(C(C4)CCC6C5CCC7(C6CC(=O)C7C(C)C(=O)CCC(C)COC8C(C(C(C(O8)CO)O)O)O)C)C)CO)O)O)O)O)O)O,sweet,1.0
CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8)(C)C)C(=O)O)C)C)C)C(=O)O)O)O)CO)O)O)O)O,sweet,1.0
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8)(C)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](CO[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5(C(C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8(C7CC(C[C@H]8O)(C)C)C)C)C)CO)C(=O)O)O)O)O)O)O)O)O,sweet,1.0
CCC(C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,sweet,1.0
C([C@@H](C(CO)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O.O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@H]([C@H](OC2O)CO)O)O)O)O)O)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@@H]([C@H](O[C@@H]2[C@H](CO)O)O)O)O)O)O)O)O,sweet,1.0
C([C@@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O)O)[C@H](CO)O)O)O)O)O)O)O,sweet,1.0
C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)OC)O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)OC)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)OC,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)OC)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC)O)OC)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)OC)OC)OC)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O[35S](=O)(=O)O)O)O)N,sweet,1.0
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OCCOC[C@H]4[C@@H]([C@H]([C@@H](C(O4)O)O)O)O)O)O)O,sweet,1.0
COC1=C(OC2=CC(=CC(=C2C1=O)O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,sweet,1.0
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O)O)O,sweet,1.0
C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC2=C(C3=C(C=C2O)OC(=CC3=O)C4=CC=C(C=C4)O)O)O)O)O,sweet,1.0
CC1=CC(=O)N=S(=O)(O1)[O-].[K+],sweet,1.0
C[C@@]1(CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O)C)C)[C@@H]2C1)C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)OC,sweet,1.0
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)C)CC=C6C3(CCC7(C6CC(CC7)(C)C(=O)OC)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C,sweet,1.0
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)C)C)C2C1)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C,sweet,1.0
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O,sweet,1.0
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O,sweet,1.0
C[C@@]12CC[C@@]3(C(=CC(=O)C4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)C)[C@@H]1CC(CC2)(C)C(=O)O)C,sweet,1.0
CC(=O)OC1CC(CC2C1(CCC3(C2=CC(=O)C4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)C)C)C)(C)C(=O)O,sweet,1.0
C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])[O-])[O-])N,sweet,1.0
COC(=O)C[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)N,sweet,1.0
CC1[C@@H]([C@H](C([C@@H](O1)OCC2[C@H]([C@H](C([C@@H](O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,1.0
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4C([C@@H]([C@@H](C(O4)CO)O)O)O)O,sweet,1.0
CC1[C@@H]([C@H](C([C@@H](O1)OCC2[C@H]([C@H](C([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,sweet,1.0
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O[C@H]4C([C@@H]([C@@H](C(O4)CO)O)O)O,sweet,1.0
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4C([C@@H]([C@@H](C(O4)CO)O)O)O)O)O)O,sweet,1.0
COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4C([C@@H]([C@@H](C(O4)CO)O)O)O,sweet,1.0
C[C@@]12CCC3C(=CC(=O)C4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)O)O)C)C)[C@@H]1C[C@@](CC2)(C)C(=O)[O-].[NH4+].[NH4+].[NH4+],sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O)O)N,sweet,1.0
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)N)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O)O)N,sweet,1.0
C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-],sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])OP(=O)([O-])OP(=O)(O)[O-])O)N,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H](C(O2)O)O)O)O)O)O)O)O,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)N)O)N,sweet,1.0
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)OC7C(C(C(C(O7)O)O)O)CO)OC8C(C(C(O8)CO)O)O)O)O)C)C)C2C1)C)C(=O)O)C,sweet,1.0
C1[C@H](OC2=C(C1=O)C(=C(C(=C2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O,sweet,1.0
C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N.N.O.O.O.O,sweet,1.0
C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N.N.O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N.N.O.O.O.O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N.N.O.O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N.N.O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N.N.O.O.O,sweet,1.0
C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N.N.O.O.O,sweet,1.0
C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N.N.O.O,sweet,1.0
CCCOC1=C(C=C(C=C1)[N+]#N)[N+](=O)[O-],sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(CP(=O)(O)O)OP(=O)(O)O)O)O)N,sweet,1.0
C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O,sweet,1.0
COC1=CC2=C(C(=O)C[C@H](O2)C3=CC(=C(C=C3)O)O)C(=C1)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,sweet,1.0
CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O,sweet,1.0
CO[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O,sweet,1.0
CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O)O,sweet,1.0
CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O)O,sweet,1.0
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OC(CO)CO)O)O)O)O,sweet,1.0
CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O)O,sweet,1.0
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@@H]([C@@]5([C@H]4CC(=C)CC5)C(=O)O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)CO)O)O)O)O,sweet,1.0
CC(C)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H](O2)CO)O)O)O)O)O,sweet,1.0
CNC1=C2C(=NC(=N1)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O.N,sweet,1.0
CNC1=C2C(=NC(=N1)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC)O)OC)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)O)O,sweet,1.0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)OC)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)OC)O)O)O)C)(C)C(=O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)OC)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)OC)O)O)O)C)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O[C@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,1.0
C[C@]12CC[C@](C[C@H]1C3=CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)OC,sweet,1.0
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)O)O)O)O)O)O,sweet,1.0
CCCCOC(=O)C1C(C(C(C(O1)OC2C(C(C(OC2OC3CC[C@]4(C(C3(C)C)CC[C@@]5(C4C(=O)C=C6[C@]5(CC[C@@]7(C6C[C@@](CC7)(C)C(=O)OCCCC)C)C)C)C)C(=O)OCCCC)O)O)O)O)O,sweet,1.0
C[C@]12CC[C@](CC1C3=CC(=O)C4[C@]5(CCC(C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC6C(C(C(C(O6)C(=O)[O-])O)O)OC7C(C(C(C(O7)C(=O)[O-])O)O)O)C)(C)C(=O)[O-],sweet,1.0
CC(=O)OC1C(C(OC(C1OC2C(C(C(C(O2)C(=O)O)OC(=O)C)OC(=O)C)OC(=O)C)OC3CC[C@]4(C(C3(C)C)CC[C@@]5(C4C(=O)C=C6[C@]5(CC[C@@]7(C6C[C@@](CC7)(C)C(=O)O)C)C)C)C)C(=O)O)OC(=O)C,sweet,1.0
CC(C)CCC(=O)SC,savory,0.0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]4[C@H]([C@H](O3)CO)OP(=O)(O4)[O-])N.[Na+],sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[13C@H]3[13C@H]([13CH]([13C@H](O3)[13CH2]O)O)OP(=O)(O)O)N,sweet,1.0
C1=NC(=C2C(=N1)N(C=N2)[13C@H]3[13C@H]([13CH]([13C@H](O3)[13CH2]O)OP(=O)(O)O)O)N,sweet,1.0
C(C1[C@H]([C@@H](C(C(O1)O)O)O)O)O,sweet,1.0
C(C1[C@@H]([C@@H](C([C@@H](O1)OC[C@@H](CO)O)O)O)O)O,sweet,1.0
[2H]C([2H])([2H])OC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,sweet,1.0
[2H]C1(C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])NS(=O)(=O)O)([2H])[2H])([2H])[2H])[2H],sweet,1.0
C[C@H]1[C@H](C([C@@H](C(O1)OC2[C@H]([C@H](C(OC2O)CO)O)O)O)O)O,sweet,1.0
CC1[C@H]([C@@H](C([C@@H](O1)O[C@H]2[C@H](C(OC(C2O)O)CO)O)O)O)O,sweet,1.0
C(C1[C@H]([C@@H](C([C@H](O1)OCC2[C@H]([C@@H](C(C(O2)O)O)O)O)O)O)O)O,sweet,1.0
C(C1[C@H]([C@H](C(C(O1)(CO)O)O)O)O)O,sweet,1.0
CC(C)O.CO[C@H]1[C@@H]([C@H]([C@@H](C(O1)CO)O)O)O,sweet,1.0
[2H]C([2H])([2H])OC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)NCCC(C)(C)C,sweet,1.0
[2H]C1=C(C(=C2C(=C1[2H])C(=O)NS2(=O)=O)[2H])[2H],sweet,1.0
C([C@@H]1[C@@H](C([C@](O1)(CCl)O[C@@H]2C([C@H]([C@H](C(O2)CO)Cl)O)O)O)O)Cl,sweet,1.0
C([C@@H]1[C@@H](C([C@](O1)(CO)O[C@@H]2C([C@H]([C@@H](C(O2)CO)O)O)O)O)O)O,sweet,1.0
CC1[C@H](CC(C(O1)O)O)O,sweet,1.0
C[C@]12CC[C@@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,sweet,1.0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C(=O)C[C@H](O4)C5=CC(=C(C=C5)OC)O)C(=C3)OC)O)O)O)O)O)O,sweet,1.0
