SMILES,Odor,All_Matched_Categories,Major_Category
CC(C)[C@@H](C(=O)OC)NC(=O)[C@H](CC1=CC=CC=C1)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1CCC(CC1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
[2H]CC(C)(O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC([2H])([2H])[2H],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H](CO1)O)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC)O)OC(=O)C)OC(=O)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)OC[C@@]3(O1)[C@H]([C@@H]([C@H](O3)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]([C@H]1[C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCO[C@H]1[C@@H]([C@H]([C@@H](O1)[C@@H](CO)O[C@H]2[C@@H]([C@H]([C@@H](O2)[C@@H](CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)(C)OC(=O)N[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)C(C)(C)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Cu+2].[Cu+2],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@@H](COC1O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)OC)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H]([C@H](C[C@H](O1)OC)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@H]([C@@H]([C@](O1)(CO)O)O)O)F,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)OC1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC(=O)CNC(=O)[C@H](CC1=CC=CC=C1)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C[17O][C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)[C@H](C(=O)N[C@@H](COC)C1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCOP(=O)(NC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)(C)CCN[C@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)NC(=O)[C@H](CC(=O)N)NC=O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1=CC2=C(C=C1)OC3=CC(=C(C(=C3C2=O)O)OC)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=CC4=C3C(=O)CC(O4)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C(=C3)OC)C(=O)C=C(O4)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)O)O)O)C)(C)C(=O)OC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4C[C@]([C@H]([C@H]5O)O)(C)CO)C)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H](C(C1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@@H]([C@@]5([C@H]4CC(CC5)(C)C)CO)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)OC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7C[C@](C[C@H]8O)(C)CO)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H]([C@@](C1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@@H]([C@H](C(=O)O)O)OCC(=O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]1(CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H]([C@@]5(C)CO)O[C@H]6[C@H]([C@H]([C@@H](CO6)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)OC)O)O)O)O)C)C)[C@@H]2C1)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C(=O)OC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(=O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]4([C@@H]3C(=O)C=C5[C@]4(CC[C@@]6([C@@H]5C[C@@](CC6)(C)C(=O)OC)C)C)C)C)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H](C(C1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@H]([C@H]([C@H](O9)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCCCCCCCCCCCCCCCOC(=O)[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4C(=O)C=C6[C@]5(CC[C@@]7([C@H]6C[C@@](CC7)(C)C(=O)OCCCCCCCCCCCCCCCCCC)C)C)C)C)C(=O)OCCCCCCCCCCCCCCCCCC)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H]([C@H](CC(O1)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]([C@H]([C@@H]([C@@H]([11CH]=O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1(OC[C@@H]2[C@@H](O1)[C@@H]([C@@H](C(O2)O)O)O)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(CCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)CO,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@H](CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC2=C([15N]=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)F)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CC[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)F)CO)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H]([C@@](C1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(=C)CC5)C(=O)O)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@H](CO6)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)OC)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@H]1[C@H]([C@H](O[C@H]([C@@H]1OC)OC)CO)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@H]1CO[C@H](C[C@@H]1O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@H]1[C@H]([C@@H]([C@](O1)(C)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@H]([C@@H](C(O1)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)[NH3+].[Cl-],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1(O[C@@H]2[C@H]([C@@H](O[C@@]([C@@H]2O1)(COC(C)(C)OC)OC)OC)O)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)OC[C@@]3(O1)[C@H]([C@@H]([C@H](O3)CCl)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@]12CC[C@@H](C(C1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC([C@H](C5)O)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(C[C@@H](CO)O)[C@@H](CO)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C(CO)[C@@H]1[C@H]([C@H](C(O1)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC1(O[C@H]2C[C@H](O[C@@H]([C@H]2O1)OC)CO)C,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCCCOC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@@]1([C@](O[C@@H]2[C@H]([C@H](O[C@@H]([C@H]2O1)CO)OC)O)(C)OC)OC,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H]([C@H]([C@H](C(O1)O)O[C@@H]2[C@H]([C@H]([C@H](OC2O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@H]([C@@H]([C@](O1)(CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1=C(OC2=C(C1=O)C(=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(OP(=O)(O)O)OP(=O)(O)O)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]2[C@H]([C@@H](O1)[C@H](C(O2)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC(=NC(=C4N=C3N)N)Cl)O)OP(=O)(O1)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CCCCCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)NCCCCCN)O)OP(=O)(O1)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CC[Se]C1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=C(N=C43)C(F)(F)F)N)O)OP(=O)(O1)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=C(N=C43)Cl)N)O)OP(=O)(O1)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3N=[N+]=[N-])N)O)OP(=O)(O1)[O-].[Na+],sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CNC1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)O)O)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H](C([C@@H]([C@@H]2O)O)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@@H](CO[C@@H]1O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]([C@H](CO[C@@H]1O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]([C@@H]([C@@H](O[C@H]1O)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]([C@H]([C@@H](O[C@H]1O)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
CO[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1O)O)CO)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)OC)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H](O[C@H]([C@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@H]([C@@H]([C@@H](O[C@H]1O)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1[C@@H]([C@H]([C@H](O[C@H]1O)CO)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@H]4CC[NH+]3C[C@@H]4C=C)O,bitter,Bitter,Bitter
C1[C@H]2[C@H]([C@@H]([C@@H]([C@H](O1)O2)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OCC(C(C(CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@H](CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H](C([C@H](CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H](C([C@@H](CO)O)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]([C@H](CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@@H](CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OCC(C(CO)O)O)O)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CN)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC=C(C=C1)C[C@H](C(=O)O)NC(=O)[C@@H](CN)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@@H](CN)N,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C.C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,sweet,Sweet/Vanilla/Caramel,Sweet/Vanilla/Caramel
COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.OS(=O)(=O)O,odorless,Odorless,Odorless
